10 : 10, data missing, NULL
9 1 : 5 1 1 1 1 1, data missing, 4
9 1 : 4 4 2, data missing, 1
9 1 : 4 4 1 1, data missing, 2
9 1 : 4 3 3, data missing, 1
9 1 : 4 3 2 1, data missing, 2
9 1 : 4 3 1 1 1, data missing, 3
9 1 : 4 2 2 2, data missing, 2
9 1 : 4 2 2 1 1, data missing, 3
9 1 : 4 2 1 1 1 1, data missing, 4
9 1 : 4 1 1 1 1 1 1, data missing, 5
9 1 : 3 3 3 1, data missing, 2
9 1 : 3 3 2 2, data missing, 2
9 1 : 3 3 2 1 1, data missing, 3
9 1 : 3 3 1 1 1 1, data missing, 4
9 1 : 3 2 2 2 1, data missing, 3
9 1 : 3 2 2 1 1 1, data missing, 4
9 1 : 3 2 1 1 1 1 1, data missing, 5
9 1 : 3 1 1 1 1 1 1 1, data missing, 6
9 1 : 2 2 2 2 2, data missing, 3
9 1 : 2 2 2 2 1 1, data missing, 4
9 1 : 2 2 2 1 1 1 1, data missing, 5
9 1 : 2 2 1 1 1 1 1 1, data missing, 6
9 1 : 2 1 1 1 1 1 1 1 1, data missing, 7
8 2 : 8 2, data missing, 0
8 2 : 8 1 1, data missing, 0
8 2 : 7 3, data missing, 0
8 2 : 7 2 1, data missing, 1
8 2 : 7 1 1 1, data missing, 2
8 2 : 6 4, data missing, 0
8 2 : 6 3 1, data missing, 1
8 2 : 6 2 2, data missing, 1
8 2 : 6 2 1 1, data missing, 2
8 2 : 6 1 1 1 1, data missing, 3
8 2 : 5 5, data missing, 0
8 2 : 5 4 1, data missing, 1
8 2 : 5 3 2, data missing, 1
8 2 : 5 3 1 1, data missing, 2
8 2 : 5 2 2 1, data missing, 2
8 2 : 5 2 1 1 1, data missing, 3
8 2 : 5 1 1 1 1 1, data missing, 4
8 2 : 4 4 2, data missing, 1
8 2 : 4 4 1 1, data missing, 2
8 2 : 4 3 3, data missing, 1
8 2 : 4 3 2 1, data missing, 2
8 2 : 4 3 1 1 1, data missing, 3
8 2 : 4 2 2 2, data missing, 2
8 2 : 4 2 2 1 1, data missing, 3
8 2 : 4 2 1 1 1 1, data missing, 4
8 2 : 4 1 1 1 1 1 1, data missing, 5
8 2 : 3 3 3 1, data missing, 2
8 2 : 3 3 2 2, data missing, 2
8 2 : 3 3 2 1 1, data missing, 3
8 2 : 3 3 1 1 1 1, data missing, 4
8 2 : 3 2 2 2 1, data missing, 3
8 2 : 3 2 2 1 1 1, data missing, 4
8 2 : 3 2 1 1 1 1 1, data missing, 5
8 2 : 3 1 1 1 1 1 1 1, data missing, 6
8 2 : 2 2 2 2 2, data missing, 3
8 2 : 2 2 2 2 1 1, data missing, 4
8 2 : 2 2 2 1 1 1 1, data missing, 5
8 2 : 2 2 1 1 1 1 1 1, data missing, 6
8 2 : 2 1 1 1 1 1 1 1 1, data missing, 7
8 1 1 : 8 1 1, data missing, 0
8 1 1 : 7 3, data missing, 0
8 1 1 : 7 2 1, data missing, 0
8 1 1 : 7 1 1 1, data missing, 2
8 1 1 : 6 4, data missing, 0
8 1 1 : 6 3 1, data missing, 0
8 1 1 : 6 2 2, data missing, 0
8 1 1 : 6 2 1 1, data missing, 2
8 1 1 : 6 1 1 1 1, data missing, 4
8 1 1 : 5 5, data missing, 0
8 1 1 : 5 4 1, data missing, 0
8 1 1 : 5 3 2, data missing, 0
8 1 1 : 5 3 1 1, data missing, 2
8 1 1 : 5 2 2 1, data missing, 2
8 1 1 : 5 2 1 1 1, data missing, 4
8 1 1 : 5 1 1 1 1 1, data missing, 6
8 1 1 : 4 4 2, data missing, 0
8 1 1 : 4 4 1 1, data missing, 2
8 1 1 : 4 3 3, data missing, 0
8 1 1 : 4 3 2 1, data missing, 2
8 1 1 : 4 3 1 1 1, data missing, 4
8 1 1 : 4 2 2 2, data missing, 2
8 1 1 : 4 2 2 1 1, data missing, 4
8 1 1 : 4 2 1 1 1 1, data missing, 6
8 1 1 : 4 1 1 1 1 1 1, data missing, 8
8 1 1 : 3 3 3 1, data missing, 2
8 1 1 : 3 3 2 2, data missing, 2
8 1 1 : 3 3 2 1 1, data missing, 4
8 1 1 : 3 3 1 1 1 1, data missing, 6
8 1 1 : 3 2 2 2 1, data missing, 4
8 1 1 : 3 2 2 1 1 1, data missing, 6
8 1 1 : 3 2 1 1 1 1 1, data missing, 8
8 1 1 : 3 1 1 1 1 1 1 1, data missing, 10
8 1 1 : 2 2 2 2 2, data missing, 4
8 1 1 : 2 2 2 2 1 1, data missing, 6
8 1 1 : 2 2 2 1 1 1 1, data missing, 8
8 1 1 : 2 2 1 1 1 1 1 1, data missing, 10
8 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 12
7 3 : 7 3, data missing, 0
7 3 : 7 2 1, data missing, 0
7 3 : 7 1 1 1, data missing, 0
7 3 : 6 4, data missing, 0
7 3 : 6 3 1, data missing, 1
7 3 : 6 2 2, data missing, 1
7 3 : 6 2 1 1, data missing, 2
7 3 : 6 1 1 1 1, data missing, 3
7 3 : 5 5, data missing, 0
7 3 : 5 4 1, data missing, 1
7 3 : 5 3 2, data missing, 1
7 3 : 5 3 1 1, data missing, 2
7 3 : 5 2 2 1, data missing, 2
7 3 : 5 2 1 1 1, data missing, 3
7 3 : 5 1 1 1 1 1, data missing, 4
7 3 : 4 4 2, data missing, 1
7 3 : 4 4 1 1, data missing, 2
7 3 : 4 3 3, data missing, 1
7 3 : 4 3 2 1, data missing, 2
7 3 : 4 3 1 1 1, data missing, 3
7 3 : 4 2 2 2, data missing, 2
7 3 : 4 2 2 1 1, data missing, 3
7 3 : 4 2 1 1 1 1, data missing, 4
7 3 : 4 1 1 1 1 1 1, data missing, 5
7 3 : 3 3 3 1, data missing, 2
7 3 : 3 3 2 2, data missing, 2
7 3 : 3 3 2 1 1, data missing, 3
7 3 : 3 3 1 1 1 1, data missing, 4
7 3 : 3 2 2 2 1, data missing, 3
7 3 : 3 2 2 1 1 1, data missing, 4
7 3 : 3 2 1 1 1 1 1, data missing, 5
7 3 : 3 1 1 1 1 1 1 1, data missing, 6
7 3 : 2 2 2 2 2, data missing, 3
7 3 : 2 2 2 2 1 1, data missing, 4
7 3 : 2 2 2 1 1 1 1, data missing, 5
7 3 : 2 2 1 1 1 1 1 1, data missing, 6
7 3 : 2 1 1 1 1 1 1 1 1, data missing, 7
7 2 1 : 7 2 1, data missing, 0
7 2 1 : 7 1 1 1, data missing, 1
7 2 1 : 6 4, data missing, 0
7 2 1 : 6 3 1, data missing, 0
7 2 1 : 6 2 2, data missing, 1
7 2 1 : 6 2 1 1, data missing, 3
7 2 1 : 6 1 1 1 1, data missing, 5
7 2 1 : 5 5, data missing, 0
7 2 1 : 5 4 1, data missing, 0
7 2 1 : 5 3 2, data missing, 1
7 2 1 : 5 3 1 1, data missing, 3
7 2 1 : 5 2 2 1, data missing, 3
7 2 1 : 5 2 1 1 1, data missing, 5
7 2 1 : 5 1 1 1 1 1, data missing, 7
7 2 1 : 4 4 2, data missing, 1
7 2 1 : 4 4 1 1, data missing, 3
7 2 1 : 4 3 3, data missing, 1
7 2 1 : 4 3 2 1, data missing, 3
7 2 1 : 4 3 1 1 1, data missing, 5
7 2 1 : 4 2 2 2, data missing, 3
7 2 1 : 4 2 2 1 1, data missing, 5
7 2 1 : 4 2 1 1 1 1, data missing, 7
7 2 1 : 4 1 1 1 1 1 1, data missing, 9
7 2 1 : 3 3 3 1, data missing, 3
7 2 1 : 3 3 2 2, data missing, 3
7 2 1 : 3 3 2 1 1, data missing, 5
7 2 1 : 3 3 1 1 1 1, data missing, 7
7 2 1 : 3 2 2 2 1, data missing, 5
7 2 1 : 3 2 2 1 1 1, data missing, 7
7 2 1 : 3 2 1 1 1 1 1, data missing, 9
7 2 1 : 3 1 1 1 1 1 1 1, 551*x**11/1900800 + 13*x**10/1800 + 911*x**9/11520 + 161*x**8/320 + 119441*x**7/57600 + 42101*x**6/7200 + 401287*x**5/34560 + 47281*x**4/2880 + 236303*x**3/14400 + 40411*x**2/3600 + 637*x/132 + 1, 11
7 2 1 : 2 2 2 2 2, data missing, 5
7 2 1 : 2 2 2 2 1 1, data missing, 7
7 2 1 : 2 2 2 1 1 1 1, data missing, 9
7 2 1 : 2 2 1 1 1 1 1 1, 4009*x**11/13305600 + 2287*x**10/302400 + 20207*x**9/241920 + 10817*x**8/20160 + 128657*x**7/57600 + 91541*x**6/14400 + 3074741*x**5/241920 + 1089409*x**4/60480 + 5420771*x**3/302400 + 304571*x**2/25200 + 3331*x/660 + 1, 11
7 2 1 : 2 1 1 1 1 1 1 1 1, data missing, 13
7 1 1 1 : 7 1 1 1, data missing, 0
7 1 1 1 : 6 4, data missing, 0
7 1 1 1 : 6 3 1, data missing, -1
7 1 1 1 : 6 2 2, data missing, 0
7 1 1 1 : 6 2 1 1, data missing, 0
7 1 1 1 : 6 1 1 1 1, data missing, 3
7 1 1 1 : 5 5, data missing, 0
7 1 1 1 : 5 4 1, data missing, -1
7 1 1 1 : 5 3 2, data missing, 0
7 1 1 1 : 5 3 1 1, data missing, 0
7 1 1 1 : 5 2 2 1, data missing, 0
7 1 1 1 : 5 2 1 1 1, data missing, 3
7 1 1 1 : 5 1 1 1 1 1, data missing, 6
7 1 1 1 : 4 4 2, data missing, 0
7 1 1 1 : 4 4 1 1, data missing, 0
7 1 1 1 : 4 3 3, data missing, 0
7 1 1 1 : 4 3 2 1, data missing, 0
7 1 1 1 : 4 3 1 1 1, data missing, 3
7 1 1 1 : 4 2 2 2, data missing, 0
7 1 1 1 : 4 2 2 1 1, data missing, 3
7 1 1 1 : 4 2 1 1 1 1, data missing, 6
7 1 1 1 : 4 1 1 1 1 1 1, data missing, 9
7 1 1 1 : 3 3 3 1, data missing, 0
7 1 1 1 : 3 3 2 2, data missing, 0
7 1 1 1 : 3 3 2 1 1, data missing, 3
7 1 1 1 : 3 3 1 1 1 1, data missing, 6
7 1 1 1 : 3 2 2 2 1, data missing, 3
7 1 1 1 : 3 2 2 1 1 1, data missing, 6
7 1 1 1 : 3 2 1 1 1 1 1, data missing, 9
7 1 1 1 : 3 1 1 1 1 1 1 1, data missing, 12
7 1 1 1 : 2 2 2 2 2, data missing, 3
7 1 1 1 : 2 2 2 2 1 1, data missing, 6
7 1 1 1 : 2 2 2 1 1 1 1, data missing, 9
7 1 1 1 : 2 2 1 1 1 1 1 1, data missing, 12
7 1 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 15
6 4 : 6 4, data missing, 0
6 4 : 6 3 1, data missing, 0
6 4 : 6 2 2, data missing, 0
6 4 : 6 2 1 1, data missing, 0
6 4 : 6 1 1 1 1, data missing, 0
6 4 : 5 5, data missing, 0
6 4 : 5 4 1, data missing, 1
6 4 : 5 3 2, data missing, 1
6 4 : 5 3 1 1, data missing, 2
6 4 : 5 2 2 1, data missing, 2
6 4 : 5 2 1 1 1, data missing, 3
6 4 : 5 1 1 1 1 1, data missing, 4
6 4 : 4 4 2, data missing, 1
6 4 : 4 4 1 1, data missing, 2
6 4 : 4 3 3, data missing, 1
6 4 : 4 3 2 1, data missing, 2
6 4 : 4 3 1 1 1, data missing, 3
6 4 : 4 2 2 2, data missing, 2
6 4 : 4 2 2 1 1, data missing, 3
6 4 : 4 2 1 1 1 1, data missing, 4
6 4 : 4 1 1 1 1 1 1, data missing, 5
6 4 : 3 3 3 1, data missing, 2
6 4 : 3 3 2 2, data missing, 2
6 4 : 3 3 2 1 1, data missing, 3
6 4 : 3 3 1 1 1 1, data missing, 4
6 4 : 3 2 2 2 1, data missing, 3
6 4 : 3 2 2 1 1 1, data missing, 4
6 4 : 3 2 1 1 1 1 1, data missing, 5
6 4 : 3 1 1 1 1 1 1 1, data missing, 6
6 4 : 2 2 2 2 2, data missing, 3
6 4 : 2 2 2 2 1 1, data missing, 4
6 4 : 2 2 2 1 1 1 1, data missing, 5
6 4 : 2 2 1 1 1 1 1 1, data missing, 6
6 4 : 2 1 1 1 1 1 1 1 1, data missing, 7
6 3 1 : 6 3 1, data missing, 0
6 3 1 : 6 2 2, data missing, 0
6 3 1 : 6 2 1 1, data missing, 1
6 3 1 : 6 1 1 1 1, data missing, 2
6 3 1 : 5 5, data missing, 0
6 3 1 : 5 4 1, data missing, 0
6 3 1 : 5 3 2, data missing, 1
6 3 1 : 5 3 1 1, data missing, 3
6 3 1 : 5 2 2 1, data missing, 3
6 3 1 : 5 2 1 1 1, data missing, 5
6 3 1 : 5 1 1 1 1 1, data missing, 7
6 3 1 : 4 4 2, data missing, 1
6 3 1 : 4 4 1 1, data missing, 3
6 3 1 : 4 3 3, data missing, 1
6 3 1 : 4 3 2 1, data missing, 3
6 3 1 : 4 3 1 1 1, data missing, 5
6 3 1 : 4 2 2 2, data missing, 3
6 3 1 : 4 2 2 1 1, data missing, 5
6 3 1 : 4 2 1 1 1 1, data missing, 7
6 3 1 : 4 1 1 1 1 1 1, data missing, 9
6 3 1 : 3 3 3 1, data missing, 3
6 3 1 : 3 3 2 2, data missing, 3
6 3 1 : 3 3 2 1 1, data missing, 5
6 3 1 : 3 3 1 1 1 1, data missing, 7
6 3 1 : 3 2 2 2 1, data missing, 5
6 3 1 : 3 2 2 1 1 1, data missing, 7
6 3 1 : 3 2 1 1 1 1 1, data missing, 9
6 3 1 : 3 1 1 1 1 1 1 1, 6931*x**11/5702400 + 2269*x**10/86400 + 5131*x**9/20736 + 7781*x**8/5760 + 827281*x**7/172800 + 336229*x**6/28800 + 418645*x**5/20736 + 432457*x**4/17280 + 2860109*x**3/129600 + 96637*x**2/7200 + 4123*x/792 + 1, 11
6 3 1 : 2 2 2 2 2, data missing, 5
6 3 1 : 2 2 2 2 1 1, data missing, 7
6 3 1 : 2 2 2 1 1 1 1, data missing, 9
6 3 1 : 2 2 1 1 1 1 1 1, 4883*x**11/2851200 + 1601*x**10/43200 + 63233*x**9/181440 + 38069*x**8/20160 + 569483*x**7/86400 + 225821*x**6/14400 + 84853*x**5/3240 + 268139*x**4/8640 + 2940571*x**3/113400 + 124807*x**2/8400 + 2692*x/495 + 1, 11
6 3 1 : 2 1 1 1 1 1 1 1 1, data missing, 13
6 2 2 : 6 2 2, data missing, 0
6 2 2 : 6 2 1 1, data missing, 0
6 2 2 : 6 1 1 1 1, data missing, 1
6 2 2 : 5 5, data missing, 0
6 2 2 : 5 4 1, data missing, -1
6 2 2 : 5 3 2, data missing, 0
6 2 2 : 5 3 1 1, data missing, 0
6 2 2 : 5 2 2 1, data missing, 2
6 2 2 : 5 2 1 1 1, data missing, 4
6 2 2 : 5 1 1 1 1 1, data missing, 6
6 2 2 : 4 4 2, data missing, 0
6 2 2 : 4 4 1 1, data missing, 0
6 2 2 : 4 3 3, data missing, 0
6 2 2 : 4 3 2 1, data missing, 2
6 2 2 : 4 3 1 1 1, data missing, 4
6 2 2 : 4 2 2 2, data missing, 2
6 2 2 : 4 2 2 1 1, data missing, 4
6 2 2 : 4 2 1 1 1 1, data missing, 6
6 2 2 : 4 1 1 1 1 1 1, data missing, 8
6 2 2 : 3 3 3 1, data missing, 2
6 2 2 : 3 3 2 2, data missing, 2
6 2 2 : 3 3 2 1 1, data missing, 4
6 2 2 : 3 3 1 1 1 1, data missing, 6
6 2 2 : 3 2 2 2 1, data missing, 4
6 2 2 : 3 2 2 1 1 1, data missing, 6
6 2 2 : 3 2 1 1 1 1 1, data missing, 8
6 2 2 : 3 1 1 1 1 1 1 1, data missing, 10
6 2 2 : 2 2 2 2 2, data missing, 4
6 2 2 : 2 2 2 2 1 1, data missing, 6
6 2 2 : 2 2 2 1 1 1 1, data missing, 8
6 2 2 : 2 2 1 1 1 1 1 1, data missing, 10
6 2 2 : 2 1 1 1 1 1 1 1 1, data missing, 12
6 2 1 1 : 6 2 1 1, data missing, 0
6 2 1 1 : 6 1 1 1 1, data missing, 2
6 2 1 1 : 5 5, data missing, 0
6 2 1 1 : 5 4 1, data missing, -1
6 2 1 1 : 5 3 2, data missing, 0
6 2 1 1 : 5 3 1 1, data missing, 0
6 2 1 1 : 5 2 2 1, data missing, 1
6 2 1 1 : 5 2 1 1 1, data missing, 5
6 2 1 1 : 5 1 1 1 1 1, data missing, 8
6 2 1 1 : 4 4 2, data missing, 0
6 2 1 1 : 4 4 1 1, data missing, 0
6 2 1 1 : 4 3 3, data missing, 1
6 2 1 1 : 4 3 2 1, data missing, 1
6 2 1 1 : 4 3 1 1 1, data missing, 5
6 2 1 1 : 4 2 2 2, data missing, 2
6 2 1 1 : 4 2 2 1 1, data missing, 5
6 2 1 1 : 4 2 1 1 1 1, data missing, 8
6 2 1 1 : 4 1 1 1 1 1 1, 125*x**11/798336 + 859*x**10/241920 + 26567*x**9/725760 + 51*x**8/224 + 11539*x**7/12096 + 32707*x**6/11520 + 4461491*x**5/725760 + 235175*x**4/24192 + 401543*x**3/36288 + 87781*x**2/10080 + 119099*x/27720 + 1, 11
6 2 1 1 : 3 3 3 1, data missing, 1
6 2 1 1 : 3 3 2 2, data missing, 2
6 2 1 1 : 3 3 2 1 1, data missing, 5
6 2 1 1 : 3 3 1 1 1 1, data missing, 8
6 2 1 1 : 3 2 2 2 1, data missing, 5
6 2 1 1 : 3 2 2 1 1 1, data missing, 8
6 2 1 1 : 3 2 1 1 1 1 1, 401*x**11/1995840 + 1679*x**10/362880 + 2501*x**9/51840 + 913*x**8/3024 + 12751*x**7/10080 + 64607*x**6/17280 + 2895031*x**5/362880 + 447151*x**4/36288 + 175519*x**3/12960 + 51067*x**2/5040 + 16166*x/3465 + 1, 11
6 2 1 1 : 3 1 1 1 1 1 1 1, data missing, 14
6 2 1 1 : 2 2 2 2 2, data missing, 5
6 2 1 1 : 2 2 2 2 1 1, data missing, 8
6 2 1 1 : 2 2 2 1 1 1 1, 1237*x**11/4989600 + 499*x**10/86400 + 22037*x**9/362880 + 3847*x**8/10080 + 483149*x**7/302400 + 135109*x**6/28800 + 3585581*x**5/362880 + 129209*x**4/8640 + 7241147*x**3/453600 + 96319*x**2/8400 + 34627*x/6930 + 1, 11
6 2 1 1 : 2 2 1 1 1 1 1 1, data missing, 14
6 2 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 17
6 1 1 1 1 : 6 1 1 1 1, data missing, 0
6 1 1 1 1 : 5 5, data missing, 0
6 1 1 1 1 : 5 4 1, data missing, -1
6 1 1 1 1 : 5 3 2, data missing, -1
6 1 1 1 1 : 5 3 1 1, data missing, -1
6 1 1 1 1 : 5 2 2 1, data missing, -1
6 1 1 1 1 : 5 2 1 1 1, data missing, 0
6 1 1 1 1 : 5 1 1 1 1 1, data missing, 4
6 1 1 1 1 : 4 4 2, data missing, -1
6 1 1 1 1 : 4 4 1 1, data missing, -1
6 1 1 1 1 : 4 3 3, data missing, 0
6 1 1 1 1 : 4 3 2 1, data missing, -1
6 1 1 1 1 : 4 3 1 1 1, data missing, 0
6 1 1 1 1 : 4 2 2 2, data missing, 0
6 1 1 1 1 : 4 2 2 1 1, data missing, 0
6 1 1 1 1 : 4 2 1 1 1 1, data missing, 4
6 1 1 1 1 : 4 1 1 1 1 1 1, data missing, 8
6 1 1 1 1 : 3 3 3 1, data missing, -1
6 1 1 1 1 : 3 3 2 2, data missing, 0
6 1 1 1 1 : 3 3 2 1 1, data missing, 0
6 1 1 1 1 : 3 3 1 1 1 1, data missing, 4
6 1 1 1 1 : 3 2 2 2 1, data missing, 0
6 1 1 1 1 : 3 2 2 1 1 1, data missing, 4
6 1 1 1 1 : 3 2 1 1 1 1 1, data missing, 8
6 1 1 1 1 : 3 1 1 1 1 1 1 1, data missing, 12
6 1 1 1 1 : 2 2 2 2 2, data missing, 0
6 1 1 1 1 : 2 2 2 2 1 1, data missing, 4
6 1 1 1 1 : 2 2 2 1 1 1 1, data missing, 8
6 1 1 1 1 : 2 2 1 1 1 1 1 1, data missing, 12
6 1 1 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 16
5 5 : 5 5, data missing, 0
5 5 : 5 4 1, data missing, 0
5 5 : 5 3 2, data missing, 0
5 5 : 5 3 1 1, data missing, 0
5 5 : 5 2 2 1, data missing, 0
5 5 : 5 2 1 1 1, data missing, 0
5 5 : 5 1 1 1 1 1, data missing, 0
5 5 : 4 4 2, data missing, 0
5 5 : 4 4 1 1, data missing, 1
5 5 : 4 3 3, data missing, 0
5 5 : 4 3 2 1, data missing, 1
5 5 : 4 3 1 1 1, data missing, 2
5 5 : 4 2 2 2, data missing, 1
5 5 : 4 2 2 1 1, data missing, 2
5 5 : 4 2 1 1 1 1, data missing, 3
5 5 : 4 1 1 1 1 1 1, data missing, 4
5 5 : 3 3 3 1, data missing, 1
5 5 : 3 3 2 2, data missing, 1
5 5 : 3 3 2 1 1, data missing, 2
5 5 : 3 3 1 1 1 1, data missing, 3
5 5 : 3 2 2 2 1, data missing, 2
5 5 : 3 2 2 1 1 1, data missing, 3
5 5 : 3 2 1 1 1 1 1, data missing, 4
5 5 : 3 1 1 1 1 1 1 1, data missing, 5
5 5 : 2 2 2 2 2, data missing, 2
5 5 : 2 2 2 2 1 1, data missing, 3
5 5 : 2 2 2 1 1 1 1, data missing, 4
5 5 : 2 2 1 1 1 1 1 1, data missing, 5
5 5 : 2 1 1 1 1 1 1 1 1, data missing, 6
5 4 1 : 5 4 1, data missing, 0
5 4 1 : 5 3 2, data missing, 0
5 4 1 : 5 3 1 1, data missing, 1
5 4 1 : 5 2 2 1, data missing, 1
5 4 1 : 5 2 1 1 1, data missing, 2
5 4 1 : 5 1 1 1 1 1, data missing, 3
5 4 1 : 4 4 2, data missing, 1
5 4 1 : 4 4 1 1, data missing, 3
5 4 1 : 4 3 3, data missing, 1
5 4 1 : 4 3 2 1, data missing, 3
5 4 1 : 4 3 1 1 1, data missing, 5
5 4 1 : 4 2 2 2, data missing, 3
5 4 1 : 4 2 2 1 1, data missing, 5
5 4 1 : 4 2 1 1 1 1, data missing, 7
5 4 1 : 4 1 1 1 1 1 1, data missing, 9
5 4 1 : 3 3 3 1, data missing, 3
5 4 1 : 3 3 2 2, data missing, 3
5 4 1 : 3 3 2 1 1, data missing, 5
5 4 1 : 3 3 1 1 1 1, data missing, 7
5 4 1 : 3 2 2 2 1, data missing, 5
5 4 1 : 3 2 2 1 1 1, data missing, 7
5 4 1 : 3 2 1 1 1 1 1, data missing, 9
5 4 1 : 3 1 1 1 1 1 1 1, 449*x**11/950400 + 163*x**10/14400 + 683*x**9/5760 + 517*x**8/720 + 8971*x**7/3200 + 107399*x**6/14400 + 240727*x**5/17280 + 26641*x**4/1440 + 41759*x**3/2400 + 6787*x**2/600 + 3133*x/660 + 1, 11
5 4 1 : 2 2 2 2 2, data missing, 5
5 4 1 : 2 2 2 2 1 1, data missing, 7
5 4 1 : 2 2 2 1 1 1 1, data missing, 9
5 4 1 : 2 2 1 1 1 1 1 1, 14407*x**11/9979200 + 99*x**10/3200 + 52277*x**9/181440 + 62413*x**8/40320 + 1624327*x**7/302400 + 367453*x**6/28800 + 3882131*x**5/181440 + 147761*x**4/5760 + 9934891*x**3/453600 + 655673*x**2/50400 + 139721*x/27720 + 1, 11
5 4 1 : 2 1 1 1 1 1 1 1 1, data missing, 13
5 3 2 : 5 3 2, data missing, 0
5 3 2 : 5 3 1 1, data missing, 0
5 3 2 : 5 2 2 1, data missing, 1
5 3 2 : 5 2 1 1 1, data missing, 2
5 3 2 : 5 1 1 1 1 1, data missing, 3
5 3 2 : 4 4 2, data missing, 0
5 3 2 : 4 4 1 1, data missing, 0
5 3 2 : 4 3 3, data missing, 1
5 3 2 : 4 3 2 1, data missing, 3
5 3 2 : 4 3 1 1 1, data missing, 5
5 3 2 : 4 2 2 2, data missing, 3
5 3 2 : 4 2 2 1 1, data missing, 5
5 3 2 : 4 2 1 1 1 1, data missing, 7
5 3 2 : 4 1 1 1 1 1 1, data missing, 9
5 3 2 : 3 3 3 1, data missing, 3
5 3 2 : 3 3 2 2, data missing, 3
5 3 2 : 3 3 2 1 1, data missing, 5
5 3 2 : 3 3 1 1 1 1, data missing, 7
5 3 2 : 3 2 2 2 1, data missing, 5
5 3 2 : 3 2 2 1 1 1, data missing, 7
5 3 2 : 3 2 1 1 1 1 1, data missing, 9
5 3 2 : 3 1 1 1 1 1 1 1, 8813*x**11/2851200 + 2999*x**10/57600 + 41483*x**9/103680 + 167*x**8/90 + 249949*x**7/43200 + 245449*x**6/19200 + 425803*x**5/20736 + 139327*x**4/5760 + 2690699*x**3/129600 + 90863*x**2/7200 + 19859*x/3960 + 1, 11
5 3 2 : 2 2 2 2 2, data missing, 5
5 3 2 : 2 2 2 2 1 1, data missing, 7
5 3 2 : 2 2 2 1 1 1 1, data missing, 9
5 3 2 : 2 2 1 1 1 1 1 1, 101881*x**11/13305600 + 438373*x**10/3628800 + 156769*x**9/181440 + 56029*x**8/15120 + 1835929*x**7/172800 + 3713389*x**6/172800 + 1270763*x**5/40320 + 12295349*x**4/362880 + 1507027*x**3/56700 + 248663*x**2/16800 + 4283*x/792 + 1, 11
5 3 2 : 2 1 1 1 1 1 1 1 1, data missing, 13
5 3 1 1 : 5 3 1 1, data missing, 0
5 3 1 1 : 5 2 2 1, data missing, 0
5 3 1 1 : 5 2 1 1 1, data missing, 2
5 3 1 1 : 5 1 1 1 1 1, data missing, 4
5 3 1 1 : 4 4 2, data missing, 0
5 3 1 1 : 4 4 1 1, data missing, 0
5 3 1 1 : 4 3 3, data missing, 1
5 3 1 1 : 4 3 2 1, data missing, 1
5 3 1 1 : 4 3 1 1 1, data missing, 5
