10 : 10, data missing, NULL
9 1 : 5 1 1 1 1 1, data missing, 4
9 1 : 4 4 2, data missing, 1
9 1 : 4 4 1 1, data missing, 2
9 1 : 4 3 3, data missing, 1
9 1 : 4 3 2 1, data missing, 2
9 1 : 4 3 1 1 1, data missing, 3
9 1 : 4 2 2 2, data missing, 2
9 1 : 4 2 2 1 1, data missing, 3
9 1 : 4 2 1 1 1 1, data missing, 4
9 1 : 4 1 1 1 1 1 1, data missing, 5
9 1 : 3 3 3 1, data missing, 2
9 1 : 3 3 2 2, data missing, 2
9 1 : 3 3 2 1 1, data missing, 3
9 1 : 3 3 1 1 1 1, data missing, 4
9 1 : 3 2 2 2 1, data missing, 3
9 1 : 3 2 2 1 1 1, data missing, 4
9 1 : 3 2 1 1 1 1 1, data missing, 5
9 1 : 3 1 1 1 1 1 1 1, data missing, 6
9 1 : 2 2 2 2 2, data missing, 3
9 1 : 2 2 2 2 1 1, data missing, 4
9 1 : 2 2 2 1 1 1 1, data missing, 5
9 1 : 2 2 1 1 1 1 1 1, data missing, 6
9 1 : 2 1 1 1 1 1 1 1 1, data missing, 7
8 2 : 8 2, data missing, 0
8 2 : 8 1 1, data missing, 0
8 2 : 7 3, data missing, 0
8 2 : 7 2 1, data missing, 1
8 2 : 7 1 1 1, data missing, 2
8 2 : 6 4, data missing, 0
8 2 : 6 3 1, data missing, 1
8 2 : 6 2 2, data missing, 1
8 2 : 6 2 1 1, data missing, 2
8 2 : 6 1 1 1 1, data missing, 3
8 2 : 5 5, data missing, 0
8 2 : 5 4 1, data missing, 1
8 2 : 5 3 2, data missing, 1
8 2 : 5 3 1 1, data missing, 2
8 2 : 5 2 2 1, data missing, 2
8 2 : 5 2 1 1 1, data missing, 3
8 2 : 5 1 1 1 1 1, data missing, 4
8 2 : 4 4 2, data missing, 1
8 2 : 4 4 1 1, data missing, 2
8 2 : 4 3 3, data missing, 1
8 2 : 4 3 2 1, data missing, 2
8 2 : 4 3 1 1 1, data missing, 3
8 2 : 4 2 2 2, data missing, 2
8 2 : 4 2 2 1 1, data missing, 3
8 2 : 4 2 1 1 1 1, data missing, 4
8 2 : 4 1 1 1 1 1 1, data missing, 5
8 2 : 3 3 3 1, data missing, 2
8 2 : 3 3 2 2, data missing, 2
8 2 : 3 3 2 1 1, data missing, 3
8 2 : 3 3 1 1 1 1, data missing, 4
8 2 : 3 2 2 2 1, data missing, 3
8 2 : 3 2 2 1 1 1, data missing, 4
8 2 : 3 2 1 1 1 1 1, data missing, 5
8 2 : 3 1 1 1 1 1 1 1, data missing, 6
8 2 : 2 2 2 2 2, data missing, 3
8 2 : 2 2 2 2 1 1, data missing, 4
8 2 : 2 2 2 1 1 1 1, data missing, 5
8 2 : 2 2 1 1 1 1 1 1, data missing, 6
8 2 : 2 1 1 1 1 1 1 1 1, data missing, 7
8 1 1 : 8 1 1, data missing, 0
8 1 1 : 7 3, data missing, 0
8 1 1 : 7 2 1, data missing, 0
8 1 1 : 7 1 1 1, data missing, 2
8 1 1 : 6 4, data missing, 0
8 1 1 : 6 3 1, data missing, 0
8 1 1 : 6 2 2, data missing, 0
8 1 1 : 6 2 1 1, data missing, 2
8 1 1 : 6 1 1 1 1, data missing, 4
8 1 1 : 5 5, data missing, 0
8 1 1 : 5 4 1, data missing, 0
8 1 1 : 5 3 2, data missing, 0
8 1 1 : 5 3 1 1, data missing, 2
8 1 1 : 5 2 2 1, data missing, 2
8 1 1 : 5 2 1 1 1, data missing, 4
8 1 1 : 5 1 1 1 1 1, data missing, 6
8 1 1 : 4 4 2, data missing, 0
8 1 1 : 4 4 1 1, data missing, 2
8 1 1 : 4 3 3, data missing, 0
8 1 1 : 4 3 2 1, data missing, 2
8 1 1 : 4 3 1 1 1, data missing, 4
8 1 1 : 4 2 2 2, data missing, 2
8 1 1 : 4 2 2 1 1, data missing, 4
8 1 1 : 4 2 1 1 1 1, data missing, 6
8 1 1 : 4 1 1 1 1 1 1, data missing, 8
8 1 1 : 3 3 3 1, data missing, 2
8 1 1 : 3 3 2 2, data missing, 2
8 1 1 : 3 3 2 1 1, data missing, 4
8 1 1 : 3 3 1 1 1 1, data missing, 6
8 1 1 : 3 2 2 2 1, data missing, 4
8 1 1 : 3 2 2 1 1 1, data missing, 6
8 1 1 : 3 2 1 1 1 1 1, data missing, 8
8 1 1 : 3 1 1 1 1 1 1 1, data missing, 10
8 1 1 : 2 2 2 2 2, data missing, 4
8 1 1 : 2 2 2 2 1 1, data missing, 6
8 1 1 : 2 2 2 1 1 1 1, data missing, 8
8 1 1 : 2 2 1 1 1 1 1 1, data missing, 10
8 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 12
7 3 : 7 3, data missing, 0
7 3 : 7 2 1, data missing, 0
7 3 : 7 1 1 1, data missing, 0
7 3 : 6 4, data missing, 0
7 3 : 6 3 1, data missing, 1
7 3 : 6 2 2, data missing, 1
7 3 : 6 2 1 1, data missing, 2
7 3 : 6 1 1 1 1, data missing, 3
7 3 : 5 5, data missing, 0
7 3 : 5 4 1, data missing, 1
7 3 : 5 3 2, data missing, 1
7 3 : 5 3 1 1, data missing, 2
7 3 : 5 2 2 1, data missing, 2
7 3 : 5 2 1 1 1, data missing, 3
7 3 : 5 1 1 1 1 1, data missing, 4
7 3 : 4 4 2, data missing, 1
7 3 : 4 4 1 1, data missing, 2
7 3 : 4 3 3, data missing, 1
7 3 : 4 3 2 1, data missing, 2
7 3 : 4 3 1 1 1, data missing, 3
7 3 : 4 2 2 2, data missing, 2
7 3 : 4 2 2 1 1, data missing, 3
7 3 : 4 2 1 1 1 1, data missing, 4
7 3 : 4 1 1 1 1 1 1, data missing, 5
7 3 : 3 3 3 1, data missing, 2
7 3 : 3 3 2 2, data missing, 2
7 3 : 3 3 2 1 1, data missing, 3
7 3 : 3 3 1 1 1 1, data missing, 4
7 3 : 3 2 2 2 1, data missing, 3
7 3 : 3 2 2 1 1 1, data missing, 4
7 3 : 3 2 1 1 1 1 1, data missing, 5
7 3 : 3 1 1 1 1 1 1 1, data missing, 6
7 3 : 2 2 2 2 2, data missing, 3
7 3 : 2 2 2 2 1 1, data missing, 4
7 3 : 2 2 2 1 1 1 1, data missing, 5
7 3 : 2 2 1 1 1 1 1 1, data missing, 6
7 3 : 2 1 1 1 1 1 1 1 1, data missing, 7
7 2 1 : 7 2 1, data missing, 0
7 2 1 : 7 1 1 1, data missing, 1
7 2 1 : 6 4, data missing, 0
7 2 1 : 6 3 1, data missing, 0
7 2 1 : 6 2 2, data missing, 1
7 2 1 : 6 2 1 1, data missing, 3
7 2 1 : 6 1 1 1 1, data missing, 5
7 2 1 : 5 5, data missing, 0
7 2 1 : 5 4 1, data missing, 0
7 2 1 : 5 3 2, data missing, 1
7 2 1 : 5 3 1 1, data missing, 3
7 2 1 : 5 2 2 1, data missing, 3
7 2 1 : 5 2 1 1 1, data missing, 5
7 2 1 : 5 1 1 1 1 1, data missing, 7
7 2 1 : 4 4 2, data missing, 1
7 2 1 : 4 4 1 1, data missing, 3
7 2 1 : 4 3 3, data missing, 1
7 2 1 : 4 3 2 1, data missing, 3
7 2 1 : 4 3 1 1 1, data missing, 5
7 2 1 : 4 2 2 2, data missing, 3
7 2 1 : 4 2 2 1 1, data missing, 5
7 2 1 : 4 2 1 1 1 1, data missing, 7
7 2 1 : 4 1 1 1 1 1 1, data missing, 9
7 2 1 : 3 3 3 1, data missing, 3
7 2 1 : 3 3 2 2, data missing, 3
7 2 1 : 3 3 2 1 1, data missing, 5
7 2 1 : 3 3 1 1 1 1, data missing, 7
7 2 1 : 3 2 2 2 1, data missing, 5
7 2 1 : 3 2 2 1 1 1, data missing, 7
7 2 1 : 3 2 1 1 1 1 1, data missing, 9
7 2 1 : 3 1 1 1 1 1 1 1, data missing, 11
7 2 1 : 2 2 2 2 2, data missing, 5
7 2 1 : 2 2 2 2 1 1, data missing, 7
7 2 1 : 2 2 2 1 1 1 1, data missing, 9
7 2 1 : 2 2 1 1 1 1 1 1, data missing, 11
7 2 1 : 2 1 1 1 1 1 1 1 1, 3433*x**13/222393600 + 63923*x**12/119750400 + 89923*x**11/10886400 + 824057*x**10/10886400 + 1663147*x**9/3628800 + 7031453*x**8/3628800 + 64209289*x**7/10886400 + 143086211*x**6/10886400 + 117513301*x**5/5443200 + 70919437*x**4/2721600 + 1400347*x**3/61600 + 1432901*x**2/103950 + 29011*x/5460 + 1, 13
7 1 1 1 : 7 1 1 1, data missing, 0
7 1 1 1 : 6 4, data missing, 0
7 1 1 1 : 6 3 1, data missing, -1
7 1 1 1 : 6 2 2, data missing, 0
7 1 1 1 : 6 2 1 1, data missing, 0
7 1 1 1 : 6 1 1 1 1, data missing, 3
7 1 1 1 : 5 5, data missing, 0
7 1 1 1 : 5 4 1, data missing, -1
7 1 1 1 : 5 3 2, data missing, 0
7 1 1 1 : 5 3 1 1, data missing, 0
7 1 1 1 : 5 2 2 1, data missing, 0
7 1 1 1 : 5 2 1 1 1, data missing, 3
7 1 1 1 : 5 1 1 1 1 1, data missing, 6
7 1 1 1 : 4 4 2, data missing, 0
7 1 1 1 : 4 4 1 1, data missing, 0
7 1 1 1 : 4 3 3, data missing, 0
7 1 1 1 : 4 3 2 1, data missing, 0
7 1 1 1 : 4 3 1 1 1, data missing, 3
7 1 1 1 : 4 2 2 2, data missing, 0
7 1 1 1 : 4 2 2 1 1, data missing, 3
7 1 1 1 : 4 2 1 1 1 1, data missing, 6
7 1 1 1 : 4 1 1 1 1 1 1, data missing, 9
7 1 1 1 : 3 3 3 1, data missing, 0
7 1 1 1 : 3 3 2 2, data missing, 0
7 1 1 1 : 3 3 2 1 1, data missing, 3
7 1 1 1 : 3 3 1 1 1 1, data missing, 6
7 1 1 1 : 3 2 2 2 1, data missing, 3
7 1 1 1 : 3 2 2 1 1 1, data missing, 6
7 1 1 1 : 3 2 1 1 1 1 1, data missing, 9
7 1 1 1 : 3 1 1 1 1 1 1 1, data missing, 12
7 1 1 1 : 2 2 2 2 2, data missing, 3
7 1 1 1 : 2 2 2 2 1 1, data missing, 6
7 1 1 1 : 2 2 2 1 1 1 1, data missing, 9
7 1 1 1 : 2 2 1 1 1 1 1 1, data missing, 12
7 1 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 15
6 4 : 6 4, data missing, 0
6 4 : 6 3 1, data missing, 0
6 4 : 6 2 2, data missing, 0
6 4 : 6 2 1 1, data missing, 0
6 4 : 6 1 1 1 1, data missing, 0
6 4 : 5 5, data missing, 0
6 4 : 5 4 1, data missing, 1
6 4 : 5 3 2, data missing, 1
6 4 : 5 3 1 1, data missing, 2
6 4 : 5 2 2 1, data missing, 2
6 4 : 5 2 1 1 1, data missing, 3
6 4 : 5 1 1 1 1 1, data missing, 4
6 4 : 4 4 2, data missing, 1
6 4 : 4 4 1 1, data missing, 2
6 4 : 4 3 3, data missing, 1
6 4 : 4 3 2 1, data missing, 2
6 4 : 4 3 1 1 1, data missing, 3
6 4 : 4 2 2 2, data missing, 2
6 4 : 4 2 2 1 1, data missing, 3
6 4 : 4 2 1 1 1 1, data missing, 4
6 4 : 4 1 1 1 1 1 1, data missing, 5
6 4 : 3 3 3 1, data missing, 2
6 4 : 3 3 2 2, data missing, 2
6 4 : 3 3 2 1 1, data missing, 3
6 4 : 3 3 1 1 1 1, data missing, 4
6 4 : 3 2 2 2 1, data missing, 3
6 4 : 3 2 2 1 1 1, data missing, 4
6 4 : 3 2 1 1 1 1 1, data missing, 5
6 4 : 3 1 1 1 1 1 1 1, data missing, 6
6 4 : 2 2 2 2 2, data missing, 3
6 4 : 2 2 2 2 1 1, data missing, 4
6 4 : 2 2 2 1 1 1 1, data missing, 5
6 4 : 2 2 1 1 1 1 1 1, data missing, 6
6 4 : 2 1 1 1 1 1 1 1 1, data missing, 7
6 3 1 : 6 3 1, data missing, 0
6 3 1 : 6 2 2, data missing, 0
6 3 1 : 6 2 1 1, data missing, 1
6 3 1 : 6 1 1 1 1, data missing, 2
6 3 1 : 5 5, data missing, 0
6 3 1 : 5 4 1, data missing, 0
6 3 1 : 5 3 2, data missing, 1
6 3 1 : 5 3 1 1, data missing, 3
6 3 1 : 5 2 2 1, data missing, 3
6 3 1 : 5 2 1 1 1, data missing, 5
6 3 1 : 5 1 1 1 1 1, data missing, 7
6 3 1 : 4 4 2, data missing, 1
6 3 1 : 4 4 1 1, data missing, 3
6 3 1 : 4 3 3, data missing, 1
6 3 1 : 4 3 2 1, data missing, 3
6 3 1 : 4 3 1 1 1, data missing, 5
6 3 1 : 4 2 2 2, data missing, 3
6 3 1 : 4 2 2 1 1, data missing, 5
6 3 1 : 4 2 1 1 1 1, data missing, 7
6 3 1 : 4 1 1 1 1 1 1, data missing, 9
6 3 1 : 3 3 3 1, data missing, 3
6 3 1 : 3 3 2 2, data missing, 3
6 3 1 : 3 3 2 1 1, data missing, 5
6 3 1 : 3 3 1 1 1 1, data missing, 7
6 3 1 : 3 2 2 2 1, data missing, 5
6 3 1 : 3 2 2 1 1 1, data missing, 7
6 3 1 : 3 2 1 1 1 1 1, data missing, 9
6 3 1 : 3 1 1 1 1 1 1 1, data missing, 11
6 3 1 : 2 2 2 2 2, data missing, 5
6 3 1 : 2 2 2 2 1 1, data missing, 7
6 3 1 : 2 2 2 1 1 1 1, data missing, 9
6 3 1 : 2 2 1 1 1 1 1 1, data missing, 11
6 3 1 : 2 1 1 1 1 1 1 1 1, 32333*x**13/222393600 + 4843*x**12/1140480 + 936541*x**11/17107200 + 8573*x**10/20736 + 1061831*x**9/518400 + 48845*x**8/6912 + 27341813*x**7/1555200 + 3336451*x**6/103680 + 17000359*x**5/388800 + 570559*x**4/12960 + 8902*x**3/275 + 133141*x**2/7920 + 12269*x/2145 + 1, 13
6 2 2 : 6 2 2, data missing, 0
6 2 2 : 6 2 1 1, data missing, 0
6 2 2 : 6 1 1 1 1, data missing, 1
6 2 2 : 5 5, data missing, 0
6 2 2 : 5 4 1, data missing, -1
6 2 2 : 5 3 2, data missing, 0
6 2 2 : 5 3 1 1, data missing, 0
6 2 2 : 5 2 2 1, data missing, 2
6 2 2 : 5 2 1 1 1, data missing, 4
6 2 2 : 5 1 1 1 1 1, data missing, 6
6 2 2 : 4 4 2, data missing, 0
6 2 2 : 4 4 1 1, data missing, 0
6 2 2 : 4 3 3, data missing, 0
6 2 2 : 4 3 2 1, data missing, 2
6 2 2 : 4 3 1 1 1, data missing, 4
6 2 2 : 4 2 2 2, data missing, 2
6 2 2 : 4 2 2 1 1, data missing, 4
6 2 2 : 4 2 1 1 1 1, data missing, 6
6 2 2 : 4 1 1 1 1 1 1, data missing, 8
6 2 2 : 3 3 3 1, data missing, 2
6 2 2 : 3 3 2 2, data missing, 2
6 2 2 : 3 3 2 1 1, data missing, 4
6 2 2 : 3 3 1 1 1 1, data missing, 6
6 2 2 : 3 2 2 2 1, data missing, 4
6 2 2 : 3 2 2 1 1 1, data missing, 6
6 2 2 : 3 2 1 1 1 1 1, data missing, 8
6 2 2 : 3 1 1 1 1 1 1 1, data missing, 10
6 2 2 : 2 2 2 2 2, data missing, 4
6 2 2 : 2 2 2 2 1 1, data missing, 6
6 2 2 : 2 2 2 1 1 1 1, data missing, 8
6 2 2 : 2 2 1 1 1 1 1 1, data missing, 10
6 2 2 : 2 1 1 1 1 1 1 1 1, data missing, 12
6 2 1 1 : 6 2 1 1, data missing, 0
6 2 1 1 : 6 1 1 1 1, data missing, 2
6 2 1 1 : 5 5, data missing, 0
6 2 1 1 : 5 4 1, data missing, -1
6 2 1 1 : 5 3 2, data missing, 0
6 2 1 1 : 5 3 1 1, data missing, 0
6 2 1 1 : 5 2 2 1, data missing, 1
6 2 1 1 : 5 2 1 1 1, data missing, 5
6 2 1 1 : 5 1 1 1 1 1, data missing, 8
6 2 1 1 : 4 4 2, data missing, 0
6 2 1 1 : 4 4 1 1, data missing, 0
6 2 1 1 : 4 3 3, data missing, 1
6 2 1 1 : 4 3 2 1, data missing, 1
6 2 1 1 : 4 3 1 1 1, data missing, 5
6 2 1 1 : 4 2 2 2, data missing, 2
6 2 1 1 : 4 2 2 1 1, data missing, 5
6 2 1 1 : 4 2 1 1 1 1, data missing, 8
6 2 1 1 : 4 1 1 1 1 1 1, data missing, 11
6 2 1 1 : 3 3 3 1, data missing, 1
6 2 1 1 : 3 3 2 2, data missing, 2
6 2 1 1 : 3 3 2 1 1, data missing, 5
6 2 1 1 : 3 3 1 1 1 1, data missing, 8
6 2 1 1 : 3 2 2 2 1, data missing, 5
6 2 1 1 : 3 2 2 1 1 1, data missing, 8
6 2 1 1 : 3 2 1 1 1 1 1, data missing, 11
6 2 1 1 : 3 1 1 1 1 1 1 1, data missing, 14
6 2 1 1 : 2 2 2 2 2, data missing, 5
6 2 1 1 : 2 2 2 2 1 1, data missing, 8
6 2 1 1 : 2 2 2 1 1 1 1, data missing, 11
6 2 1 1 : 2 2 1 1 1 1 1 1, data missing, 14
6 2 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 17
6 1 1 1 1 : 6 1 1 1 1, data missing, 0
6 1 1 1 1 : 5 5, data missing, 0
6 1 1 1 1 : 5 4 1, data missing, -1
6 1 1 1 1 : 5 3 2, data missing, -1
6 1 1 1 1 : 5 3 1 1, data missing, -1
6 1 1 1 1 : 5 2 2 1, data missing, -1
6 1 1 1 1 : 5 2 1 1 1, data missing, 0
6 1 1 1 1 : 5 1 1 1 1 1, data missing, 4
6 1 1 1 1 : 4 4 2, data missing, -1
6 1 1 1 1 : 4 4 1 1, data missing, -1
6 1 1 1 1 : 4 3 3, data missing, 0
6 1 1 1 1 : 4 3 2 1, data missing, -1
6 1 1 1 1 : 4 3 1 1 1, data missing, 0
6 1 1 1 1 : 4 2 2 2, data missing, 0
6 1 1 1 1 : 4 2 2 1 1, data missing, 0
6 1 1 1 1 : 4 2 1 1 1 1, data missing, 4
6 1 1 1 1 : 4 1 1 1 1 1 1, data missing, 8
6 1 1 1 1 : 3 3 3 1, data missing, -1
6 1 1 1 1 : 3 3 2 2, data missing, 0
6 1 1 1 1 : 3 3 2 1 1, data missing, 0
6 1 1 1 1 : 3 3 1 1 1 1, data missing, 4
6 1 1 1 1 : 3 2 2 2 1, data missing, 0
6 1 1 1 1 : 3 2 2 1 1 1, data missing, 4
6 1 1 1 1 : 3 2 1 1 1 1 1, data missing, 8
6 1 1 1 1 : 3 1 1 1 1 1 1 1, data missing, 12
6 1 1 1 1 : 2 2 2 2 2, data missing, 0
6 1 1 1 1 : 2 2 2 2 1 1, data missing, 4
6 1 1 1 1 : 2 2 2 1 1 1 1, data missing, 8
6 1 1 1 1 : 2 2 1 1 1 1 1 1, data missing, 12
6 1 1 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 16
5 5 : 5 5, data missing, 0
5 5 : 5 4 1, data missing, 0
5 5 : 5 3 2, data missing, 0
5 5 : 5 3 1 1, data missing, 0
5 5 : 5 2 2 1, data missing, 0
5 5 : 5 2 1 1 1, data missing, 0
5 5 : 5 1 1 1 1 1, data missing, 0
5 5 : 4 4 2, data missing, 0
5 5 : 4 4 1 1, data missing, 1
5 5 : 4 3 3, data missing, 0
5 5 : 4 3 2 1, data missing, 1
5 5 : 4 3 1 1 1, data missing, 2
5 5 : 4 2 2 2, data missing, 1
5 5 : 4 2 2 1 1, data missing, 2
5 5 : 4 2 1 1 1 1, data missing, 3
5 5 : 4 1 1 1 1 1 1, data missing, 4
5 5 : 3 3 3 1, data missing, 1
5 5 : 3 3 2 2, data missing, 1
5 5 : 3 3 2 1 1, data missing, 2
5 5 : 3 3 1 1 1 1, data missing, 3
5 5 : 3 2 2 2 1, data missing, 2
5 5 : 3 2 2 1 1 1, data missing, 3
5 5 : 3 2 1 1 1 1 1, data missing, 4
5 5 : 3 1 1 1 1 1 1 1, data missing, 5
5 5 : 2 2 2 2 2, data missing, 2
5 5 : 2 2 2 2 1 1, data missing, 3
5 5 : 2 2 2 1 1 1 1, data missing, 4
5 5 : 2 2 1 1 1 1 1 1, data missing, 5
5 5 : 2 1 1 1 1 1 1 1 1, data missing, 6
5 4 1 : 5 4 1, data missing, 0
5 4 1 : 5 3 2, data missing, 0
5 4 1 : 5 3 1 1, data missing, 1
5 4 1 : 5 2 2 1, data missing, 1
5 4 1 : 5 2 1 1 1, data missing, 2
5 4 1 : 5 1 1 1 1 1, data missing, 3
5 4 1 : 4 4 2, data missing, 1
5 4 1 : 4 4 1 1, data missing, 3
5 4 1 : 4 3 3, data missing, 1
5 4 1 : 4 3 2 1, data missing, 3
5 4 1 : 4 3 1 1 1, data missing, 5
5 4 1 : 4 2 2 2, data missing, 3
5 4 1 : 4 2 2 1 1, data missing, 5
5 4 1 : 4 2 1 1 1 1, data missing, 7
5 4 1 : 4 1 1 1 1 1 1, data missing, 9
5 4 1 : 3 3 3 1, data missing, 3
5 4 1 : 3 3 2 2, data missing, 3
5 4 1 : 3 3 2 1 1, data missing, 5
5 4 1 : 3 3 1 1 1 1, data missing, 7
5 4 1 : 3 2 2 2 1, data missing, 5
5 4 1 : 3 2 2 1 1 1, data missing, 7
5 4 1 : 3 2 1 1 1 1 1, data missing, 9
5 4 1 : 3 1 1 1 1 1 1 1, data missing, 11
5 4 1 : 2 2 2 2 2, data missing, 5
5 4 1 : 2 2 2 2 1 1, data missing, 7
5 4 1 : 2 2 2 1 1 1 1, data missing, 9
5 4 1 : 2 2 1 1 1 1 1 1, data missing, 11
5 4 1 : 2 1 1 1 1 1 1 1 1, 961*x**13/6739200 + 163091*x**12/39916800 + 2058709*x**11/39916800 + 460799*x**10/1209600 + 2233219*x**9/1209600 + 7550281*x**8/1209600 + 7916771*x**7/518400 + 100271231*x**6/3628800 + 8473309*x**5/226800 + 13207*x**4/350 + 2125633*x**3/75600 + 4159843*x**2/277200 + 11483*x/2145 + 1, 13
5 3 2 : 5 3 2, data missing, 0
5 3 2 : 5 3 1 1, data missing, 0
5 3 2 : 5 2 2 1, data missing, 1
5 3 2 : 5 2 1 1 1, data missing, 2
5 3 2 : 5 1 1 1 1 1, data missing, 3
5 3 2 : 4 4 2, data missing, 0
5 3 2 : 4 4 1 1, data missing, 0
5 3 2 : 4 3 3, data missing, 1
5 3 2 : 4 3 2 1, data missing, 3
5 3 2 : 4 3 1 1 1, data missing, 5
5 3 2 : 4 2 2 2, data missing, 3
5 3 2 : 4 2 2 1 1, data missing, 5
5 3 2 : 4 2 1 1 1 1, data missing, 7
5 3 2 : 4 1 1 1 1 1 1, data missing, 9
5 3 2 : 3 3 3 1, data missing, 3
5 3 2 : 3 3 2 2, data missing, 3
5 3 2 : 3 3 2 1 1, data missing, 5
5 3 2 : 3 3 1 1 1 1, data missing, 7
5 3 2 : 3 2 2 2 1, data missing, 5
5 3 2 : 3 2 2 1 1 1, data missing, 7
5 3 2 : 3 2 1 1 1 1 1, data missing, 9
5 3 2 : 3 1 1 1 1 1 1 1, data missing, 11
5 3 2 : 2 2 2 2 2, data missing, 5
5 3 2 : 2 2 2 2 1 1, data missing, 7
5 3 2 : 2 2 2 1 1 1 1, data missing, 9
5 3 2 : 2 2 1 1 1 1 1 1, data missing, 11
5 3 2 : 2 1 1 1 1 1 1 1 1, 13501*x**13/9266400 + 3401449*x**12/119750400 + 29009*x**11/113400 + 438749*x**10/311040 + 2413837*x**9/453600 + 52754419*x**8/3628800 + 961877*x**7/32400 + 100384937*x**6/2177280 + 6218491*x**5/113400 + 9689689*x**4/194400 + 21306737*x**3/623700 + 567935*x**2/33264 + 671*x/117 + 1, 13
5 3 1 1 : 5 3 1 1, data missing, 0
5 3 1 1 : 5 2 2 1, data missing, 0
5 3 1 1 : 5 2 1 1 1, data missing, 2
5 3 1 1 : 5 1 1 1 1 1, data missing, 4
5 3 1 1 : 4 4 2, data missing, 0
5 3 1 1 : 4 4 1 1, data missing, 0
5 3 1 1 : 4 3 3, data missing, 1
5 3 1 1 : 4 3 2 1, data missing, 1
5 3 1 1 : 4 3 1 1 1, data missing, 5
5 3 1 1 : 4 2 2 2, data missing, 2
5 3 1 1 : 4 2 2 1 1, data missing, 5
5 3 1 1 : 4 2 1 1 1 1, data missing, 8
5 3 1 1 : 4 1 1 1 1 1 1, data missing, 11
5 3 1 1 : 3 3 3 1, data missing, 1
5 3 1 1 : 3 3 2 2, data missing, 2
5 3 1 1 : 3 3 2 1 1, data missing, 5
5 3 1 1 : 3 3 1 1 1 1, data missing, 8
5 3 1 1 : 3 2 2 2 1, data missing, 5
5 3 1 1 : 3 2 2 1 1 1, data missing, 8
5 3 1 1 : 3 2 1 1 1 1 1, data missing, 11
5 3 1 1 : 3 1 1 1 1 1 1 1, data missing, 14
5 3 1 1 : 2 2 2 2 2, data missing, 5
5 3 1 1 : 2 2 2 2 1 1, data missing, 8
5 3 1 1 : 2 2 2 1 1 1 1, data missing, 11
5 3 1 1 : 2 2 1 1 1 1 1 1, data missing, 14
5 3 1 1 : 2 1 1 1 1 1 1 1 1, data missing, 17
5 2 2 1 : 5 2 2 1, data missing, 0
5 2 2 1 : 5 2 1 1 1, data missing, 1
5 2 2 1 : 5 1 1 1 1 1, data missing, 4
5 2 2 1 : 4 4 2, data missing, -1
5 2 2 1 : 4 4 1 1, data missing, -1
5 2 2 1 : 4 3 3, data missing, 0
5 2 2 1 : 4 3 2 1, data missing, 0
5 2 2 1 : 4 3 1 1 1, data missing, 1
5 2 2 1 : 4 2 2 2, data missing, 2
5 2 2 1 : 4 2 2 1 1, data missing, 5
5 2 2 1 : 4 2 1 1 1 1, data missing, 8
